neighbourhood_group,neighbourhood,price,room_type
Brooklyn,Bedford-Stuyvesant,108,Entire home/apt
Manhattan,Hell's Kitchen,45,Private room
Brooklyn,Crown Heights,50,Private room
Manhattan,East Harlem,50,Private room
Manhattan,Lower East Side,80,Private room
Manhattan,Hell's Kitchen,45,Private room
Manhattan,Hell's Kitchen,150,Private room
Brooklyn,Prospect Heights,115,Entire home/apt
Queens,Astoria,40,Private room
Queens,Hollis,75,Private room
Queens,Long Island City,80,Entire home/apt
Brooklyn,Bedford-Stuyvesant,82,Entire home/apt
Manhattan,Upper East Side,125,Entire home/apt
Queens,Woodside,39,Private room
Queens,Woodside,40,Private room
Queens,Flushing,60,Private room
Queens,Rosedale,100,Entire home/apt
Manhattan,Lower East Side,110,Entire home/apt
Brooklyn,Boerum Hill,350,Entire home/apt
Manhattan,Harlem,65,Private room
Brooklyn,Borough Park,40,Private room
Brooklyn,Williamsburg,74,Private room
Queens,East Elmhurst,40,Private room
Brooklyn,Flatbush,70,Entire home/apt
Manhattan,East Harlem,113,Private room
Manhattan,Lower East Side,74,Private room
Manhattan,Gramercy,125,Entire home/apt
Brooklyn,Bedford-Stuyvesant,75,Private room
Brooklyn,Sunset Park,99,Entire home/apt
Brooklyn,Bedford-Stuyvesant,79,Private room
Manhattan,Lower East Side,190,Entire home/apt
Manhattan,Upper West Side,275,Entire home/apt
Manhattan,Upper West Side,67,Private room
Brooklyn,Williamsburg,82,Private room
Brooklyn,East Flatbush,45,Private room
Manhattan,Upper West Side,146,Entire home/apt
Brooklyn,Greenpoint,41,Shared room
Brooklyn,Greenpoint,38,Shared room
Manhattan,Chelsea,150,Private room
Queens,St. Albans,208,Private room
Brooklyn,Bushwick,95,Private room
Brooklyn,Bushwick,82,Private room
Brooklyn,Williamsburg,67,Private room
Brooklyn,Williamsburg,67,Private room
Manhattan,Midtown,250,Entire home/apt
Manhattan,Chelsea,250,Entire home/apt
Queens,Briarwood,70,Private room
Brooklyn,East New York,85,Entire home/apt
Manhattan,East Village,150,Entire home/apt
Manhattan,Hell's Kitchen,185,Entire home/apt
Manhattan,Harlem,104,Entire home/apt
Manhattan,Chinatown,75,Private room
Brooklyn,Williamsburg,60,Private room
Manhattan,Hell's Kitchen,250,Entire home/apt
Manhattan,Murray Hill,340,Entire home/apt
Brooklyn,Sunset Park,50,Private room
Brooklyn,Williamsburg,185,Entire home/apt
Manhattan,Chelsea,210,Entire home/apt
Queens,Fresh Meadows,285,Entire home/apt
Manhattan,Harlem,125,Private room
Manhattan,Hell's Kitchen,53,Private room
Brooklyn,Flatbush,45,Private room
Manhattan,Upper West Side,250,Entire home/apt
Manhattan,Chelsea,425,Entire home/apt
Queens,Ridgewood,50,Private room
Queens,Jackson Heights,46,Private room
Manhattan,Little Italy,140,Private room
Manhattan,East Village,58,Private room
Brooklyn,Fort Greene,86,Private room
Brooklyn,South Slope,111,Entire home/apt
Manhattan,Lower East Side,207,Entire home/apt
Brooklyn,Williamsburg,47,Private room
Bronx,Morrisania,140,Entire home/apt
Brooklyn,Williamsburg,90,Private room
Queens,Cambria Heights,40,Private room
Brooklyn,Sunset Park,750,Entire home/apt
Brooklyn,Boerum Hill,80,Private room
Queens,Corona,100,Entire home/apt
Manhattan,Hell's Kitchen,180,Private room
Manhattan,Hell's Kitchen,75,Shared room
Brooklyn,Bushwick,275,Entire home/apt
Brooklyn,Gowanus,95,Private room
Brooklyn,Crown Heights,46,Private room
Brooklyn,Gowanus,96,Private room
Queens,Middle Village,44,Private room
Brooklyn,Sunset Park,100,Entire home/apt
Queens,Kew Gardens Hills,139,Entire home/apt
Manhattan,Theater District,280,Entire home/apt
Queens,Long Island City,125,Entire home/apt
Brooklyn,Williamsburg,80,Private room
Manhattan,Chelsea,245,Entire home/apt
Brooklyn,Williamsburg,70,Private room
Brooklyn,Williamsburg,95,Private room
Brooklyn,Bedford-Stuyvesant,130,Entire home/apt
Brooklyn,Williamsburg,110,Private room
Manhattan,Harlem,54,Private room
Brooklyn,Bushwick,100,Entire home/apt
Brooklyn,Sunset Park,45,Private room
Queens,Ridgewood,99,Entire home/apt
Brooklyn,Williamsburg,145,Entire home/apt
Brooklyn,Bedford-Stuyvesant,60,Private room
Queens,Ridgewood,275,Entire home/apt
Brooklyn,Clinton Hill,119,Entire home/apt
Queens,Jamaica,70,Private room
Brooklyn,Gowanus,350,Entire home/apt
Brooklyn,Williamsburg,225,Private room
Brooklyn,Williamsburg,95,Private room
Brooklyn,Williamsburg,95,Private room
Brooklyn,Bedford-Stuyvesant,30,Shared room
Brooklyn,Bedford-Stuyvesant,30,Shared room
Queens,Elmhurst,165,Entire home/apt
Manhattan,Harlem,62,Private room
Brooklyn,East Flatbush,149,Entire home/apt
Bronx,Concourse,80,Entire home/apt
Brooklyn,Bushwick,60,Private room
Brooklyn,Windsor Terrace,120,Entire home/apt
Brooklyn,Bedford-Stuyvesant,79,Shared room
Brooklyn,Bedford-Stuyvesant,80,Private room
Manhattan,Upper West Side,72,Private room
Manhattan,Hell's Kitchen,75,Shared room
Manhattan,Hell's Kitchen,75,Shared room
Manhattan,Hell's Kitchen,75,Shared room
Manhattan,Washington Heights,140,Entire home/apt
Brooklyn,Bedford-Stuyvesant,65,Private room
Manhattan,Lower East Side,35,Shared room
Manhattan,Inwood,71,Entire home/apt
Brooklyn,Bedford-Stuyvesant,50,Private room
Manhattan,Midtown,395,Entire home/apt
Manhattan,Midtown,395,Entire home/apt
Brooklyn,Williamsburg,200,Entire home/apt
Manhattan,Civic Center,199,Entire home/apt
Bronx,Morris Park,75,Private room
Manhattan,Harlem,150,Entire home/apt
Brooklyn,Bay Ridge,145,Entire home/apt
Manhattan,Theater District,325,Entire home/apt
Manhattan,East Harlem,100,Entire home/apt
Brooklyn,Crown Heights,55,Private room
Manhattan,Nolita,140,Entire home/apt
Brooklyn,Bedford-Stuyvesant,65,Private room
Brooklyn,Williamsburg,67,Private room
Brooklyn,Williamsburg,67,Private room
Brooklyn,Sunset Park,65,Private room
Brooklyn,Williamsburg,48,Private room
Manhattan,East Village,150,Private room
Manhattan,Upper West Side,155,Entire home/apt
Manhattan,Upper West Side,87,Private room
Manhattan,Greenwich Village,200,Entire home/apt
Brooklyn,East Flatbush,250,Entire home/apt
Manhattan,Upper West Side,79,Private room
Brooklyn,Williamsburg,100,Private room
Brooklyn,Crown Heights,135,Entire home/apt
Brooklyn,Brownsville,98,Entire home/apt
Brooklyn,Bergen Beach,121,Entire home/apt
Manhattan,Upper West Side,350,Entire home/apt
Manhattan,East Harlem,90,Private room
Manhattan,Washington Heights,40,Shared room
Brooklyn,Clinton Hill,999,Entire home/apt
Brooklyn,Crown Heights,100,Private room
Brooklyn,Bushwick,65,Private room
Manhattan,Upper East Side,99,Entire home/apt
Manhattan,Upper East Side,150,Entire home/apt
Brooklyn,Windsor Terrace,250,Entire home/apt
Brooklyn,Bedford-Stuyvesant,179,Entire home/apt
Brooklyn,Gowanus,70,Private room
Manhattan,Upper East Side,115,Shared room
Brooklyn,Bedford-Stuyvesant,158,Entire home/apt
Manhattan,Greenwich Village,200,Private room
Brooklyn,Prospect-Lefferts Gardens,49,Private room
Brooklyn,Williamsburg,128,Entire home/apt
Manhattan,Kips Bay,750,Entire home/apt
Brooklyn,Prospect-Lefferts Gardens,200,Entire home/apt
Queens,Woodside,35,Private room
Manhattan,Upper West Side,250,Entire home/apt
Queens,Jackson Heights,180,Entire home/apt
Brooklyn,Williamsburg,80,Private room
Manhattan,West Village,59,Private room
Brooklyn,Carroll Gardens,180,Entire home/apt
Manhattan,Gramercy,189,Private room
Brooklyn,Bedford-Stuyvesant,95,Entire home/apt
Manhattan,Gramercy,199,Private room
Manhattan,East Village,100,Private room
Manhattan,Greenwich Village,200,Private room
Manhattan,West Village,275,Entire home/apt
Brooklyn,Borough Park,55,Private room
Brooklyn,Bedford-Stuyvesant,62,Private room
Manhattan,Chinatown,93,Private room
Brooklyn,Bedford-Stuyvesant,62,Private room
Manhattan,East Harlem,60,Shared room
Brooklyn,Bedford-Stuyvesant,55,Private room
Brooklyn,Williamsburg,50,Private room
Brooklyn,Bedford-Stuyvesant,35,Private room
Staten Island,Randall Manor,22,Private room
Manhattan,Upper West Side,70,Private room
Manhattan,Upper West Side,350,Entire home/apt
Manhattan,Chelsea,98,Entire home/apt
Brooklyn,Clinton Hill,189,Entire home/apt
Bronx,Edenwald,95,Entire home/apt
Staten Island,Prince's Bay,118,Private room
Brooklyn,Greenpoint,230,Entire home/apt
Staten Island,Willowbrook,249,Entire home/apt
Manhattan,Harlem,75,Private room
Manhattan,East Harlem,80,Private room
Manhattan,West Village,250,Entire home/apt
Manhattan,Midtown,450,Entire home/apt
Manhattan,Harlem,130,Entire home/apt
Manhattan,Upper West Side,151,Entire home/apt
Queens,Jamaica,90,Private room
Brooklyn,Coney Island,290,Private room
Brooklyn,Borough Park,60,Private room
Manhattan,Chelsea,115,Private room
Manhattan,Financial District,200,Entire home/apt
Manhattan,West Village,250,Entire home/apt
Brooklyn,Bedford-Stuyvesant,44,Private room
Manhattan,East Village,160,Private room
Manhattan,Chelsea,329,Entire home/apt
Manhattan,Hell's Kitchen,135,Entire home/apt
Brooklyn,Bedford-Stuyvesant,70,Private room
Manhattan,East Village,275,Entire home/apt
Manhattan,Washington Heights,37,Private room
Brooklyn,Williamsburg,175,Entire home/apt
Manhattan,Midtown,100,Private room
Brooklyn,Bedford-Stuyvesant,55,Private room
Manhattan,Upper East Side,86,Entire home/apt
Manhattan,Midtown,200,Entire home/apt
Queens,Elmhurst,59,Private room
Manhattan,Chelsea,85,Entire home/apt
Manhattan,Upper East Side,215,Entire home/apt
Queens,Woodside,45,Private room
Brooklyn,Williamsburg,315,Entire home/apt
Brooklyn,Prospect-Lefferts Gardens,47,Shared room
Brooklyn,Downtown Brooklyn,149,Entire home/apt
Manhattan,East Village,100,Entire home/apt
Queens,Fresh Meadows,250,Entire home/apt
Brooklyn,Brighton Beach,65,Private room
Manhattan,Upper West Side,50,Private room
Brooklyn,Flatbush,65,Private room
Manhattan,Inwood,106,Entire home/apt
Brooklyn,Canarsie,59,Private room
Manhattan,Upper West Side,195,Entire home/apt
Brooklyn,Bedford-Stuyvesant,150,Entire home/apt
Brooklyn,Bushwick,65,Private room
Manhattan,Hell's Kitchen,700,Entire home/apt
Manhattan,East Harlem,275,Entire home/apt
Manhattan,Lower East Side,137,Entire home/apt
Brooklyn,Flatbush,55,Private room
Brooklyn,Williamsburg,70,Private room
Brooklyn,Fort Greene,165,Entire home/apt
Bronx,Concourse Village,47,Private room
Brooklyn,Bushwick,35,Private room
Queens,East Elmhurst,85,Entire home/apt
Brooklyn,Bedford-Stuyvesant,46,Private room
Brooklyn,Boerum Hill,130,Entire home/apt
Manhattan,Kips Bay,185,Entire home/apt
Brooklyn,Flatbush,100,Entire home/apt
Manhattan,Harlem,52,Private room
Brooklyn,Bedford-Stuyvesant,150,Private room
Brooklyn,Clinton Hill,88,Entire home/apt
Manhattan,Hell's Kitchen,39,Shared room
Queens,Sunnyside,40,Shared room
Manhattan,Chelsea,155,Entire home/apt
Queens,Ditmars Steinway,55,Private room
Brooklyn,Windsor Terrace,65,Private room
Manhattan,East Harlem,90,Private room
Brooklyn,Flatbush,54,Private room
Brooklyn,Flatbush,40,Private room
Brooklyn,Mill Basin,85,Entire home/apt
Queens,Elmhurst,34,Private room
Brooklyn,Brooklyn Heights,132,Entire home/apt
Manhattan,Harlem,80,Private room
Manhattan,Midtown,225,Entire home/apt
Manhattan,Upper East Side,285,Entire home/apt
Manhattan,Midtown,190,Entire home/apt
Brooklyn,Crown Heights,140,Private room
Brooklyn,Bedford-Stuyvesant,87,Entire home/apt
Queens,Ditmars Steinway,50,Private room
Brooklyn,Clinton Hill,120,Private room
Manhattan,Hell's Kitchen,165,Entire home/apt
Brooklyn,Bedford-Stuyvesant,50,Private room
Manhattan,Harlem,49,Private room
Manhattan,Chelsea,165,Private room
Brooklyn,Bedford-Stuyvesant,192,Entire home/apt
Brooklyn,Bedford-Stuyvesant,150,Entire home/apt
Manhattan,East Village,415,Private room
Brooklyn,East Flatbush,75,Private room
Brooklyn,Bedford-Stuyvesant,60,Private room
Manhattan,Harlem,100,Entire home/apt
Brooklyn,Williamsburg,329,Entire home/apt
Brooklyn,Prospect-Lefferts Gardens,39,Private room
Manhattan,West Village,89,Entire home/apt
Brooklyn,Flatbush,150,Entire home/apt
Manhattan,Financial District,139,Entire home/apt
Manhattan,Chelsea,230,Entire home/apt
Brooklyn,Williamsburg,75,Private room
Brooklyn,Williamsburg,135,Entire home/apt
Manhattan,East Harlem,185,Entire home/apt
Manhattan,Upper East Side,128,Entire home/apt
Brooklyn,Crown Heights,110,Entire home/apt
Manhattan,Midtown,80,Private room
Manhattan,Chelsea,175,Entire home/apt
Brooklyn,Prospect Heights,160,Entire home/apt
Manhattan,East Village,250,Entire home/apt
Manhattan,West Village,225,Entire home/apt
Queens,East Elmhurst,45,Private room
Manhattan,Upper East Side,150,Entire home/apt
Staten Island,St. George,120,Private room
Brooklyn,Bushwick,50,Private room
Manhattan,Morningside Heights,60,Private room
Brooklyn,Bushwick,70,Private room
Brooklyn,Bushwick,80,Private room
Manhattan,Hell's Kitchen,200,Entire home/apt
Queens,Flushing,120,Entire home/apt
Queens,Ridgewood,53,Private room
Queens,Sunnyside,200,Entire home/apt
Manhattan,Upper West Side,175,Entire home/apt
Manhattan,SoHo,75,Private room
Manhattan,Chelsea,149,Entire home/apt
Brooklyn,Bedford-Stuyvesant,150,Private room
Brooklyn,Bushwick,110,Entire home/apt
Brooklyn,Park Slope,150,Entire home/apt
Manhattan,Upper East Side,147,Entire home/apt
Brooklyn,Bedford-Stuyvesant,150,Entire home/apt
Brooklyn,Sheepshead Bay,138,Private room
Brooklyn,Bedford-Stuyvesant,135,Private room
Brooklyn,Gravesend,100,Shared room
Bronx,Longwood,90,Private room
Brooklyn,Bedford-Stuyvesant,500,Entire home/apt
Staten Island,New Brighton,115,Private room
Brooklyn,Bedford-Stuyvesant,300,Entire home/apt
Brooklyn,Bedford-Stuyvesant,43,Private room
Manhattan,Washington Heights,75,Private room
Brooklyn,Bushwick,52,Private room
Brooklyn,Bensonhurst,85,Private room
Brooklyn,Sunset Park,50,Private room
Manhattan,West Village,483,Entire home/apt
Manhattan,Midtown,290,Entire home/apt
Manhattan,Midtown,225,Entire home/apt
Manhattan,Hell's Kitchen,550,Entire home/apt
Manhattan,Hell's Kitchen,450,Entire home/apt
Manhattan,Upper East Side,200,Entire home/apt
Brooklyn,Williamsburg,80,Private room
Manhattan,Midtown,360,Entire home/apt
Manhattan,Upper East Side,210,Entire home/apt
Manhattan,Kips Bay,210,Entire home/apt
Manhattan,Theater District,225,Entire home/apt
Brooklyn,Crown Heights,75,Private room
Manhattan,Hell's Kitchen,120,Private room
Brooklyn,Williamsburg,70,Private room
Manhattan,Harlem,195,Entire home/apt
Manhattan,East Harlem,89,Entire home/apt
Brooklyn,Bedford-Stuyvesant,65,Private room
Manhattan,Morningside Heights,45,Private room
Queens,Rockaway Beach,53,Private room
Queens,Elmhurst,125,Entire home/apt
Manhattan,Upper East Side,140,Entire home/apt
Manhattan,Gramercy,130,Entire home/apt
Brooklyn,Bedford-Stuyvesant,65,Private room
Bronx,Wakefield,75,Entire home/apt
Manhattan,Harlem,80,Private room
Brooklyn,Bedford-Stuyvesant,65,Private room
Brooklyn,Bedford-Stuyvesant,55,Private room
Manhattan,Kips Bay,110,Entire home/apt
Manhattan,Upper East Side,120,Entire home/apt
Brooklyn,Williamsburg,130,Private room
Manhattan,Upper East Side,120,Private room
Brooklyn,Williamsburg,162,Entire home/apt
Manhattan,Harlem,80,Private room
Staten Island,Tompkinsville,135,Private room
Brooklyn,Crown Heights,85,Entire home/apt
Manhattan,Midtown,699,Entire home/apt
Manhattan,Midtown,699,Entire home/apt
Manhattan,Midtown,699,Entire home/apt
Manhattan,Midtown,699,Entire home/apt
Manhattan,Midtown,699,Entire home/apt
Manhattan,Midtown,699,Entire home/apt
Manhattan,Midtown,699,Entire home/apt
Manhattan,Midtown,699,Entire home/apt
Manhattan,Midtown,699,Entire home/apt
Manhattan,Midtown,737,Entire home/apt
Manhattan,Midtown,737,Entire home/apt
Manhattan,Midtown,737,Entire home/apt
Manhattan,Midtown,737,Entire home/apt
Manhattan,Midtown,737,Entire home/apt
Manhattan,Midtown,737,Entire home/apt
Manhattan,Midtown,737,Entire home/apt
Manhattan,Midtown,737,Entire home/apt
Manhattan,Midtown,699,Entire home/apt
Manhattan,Midtown,699,Entire home/apt
Manhattan,Midtown,699,Entire home/apt
Manhattan,Midtown,737,Entire home/apt
Manhattan,Midtown,737,Entire home/apt
Queens,Ditmars Steinway,52,Private room
Brooklyn,Crown Heights,46,Private room
Brooklyn,Williamsburg,76,Private room
Brooklyn,Williamsburg,86,Private room
Queens,Ditmars Steinway,85,Private room
Manhattan,West Village,200,Entire home/apt
Brooklyn,Bedford-Stuyvesant,60,Private room
Manhattan,East Village,50,Private room
Queens,Ditmars Steinway,52,Private room
Queens,Cambria Heights,65,Private room
Brooklyn,Cypress Hills,89,Entire home/apt
Manhattan,Midtown,200,Entire home/apt
Manhattan,Midtown,154,Entire home/apt
Manhattan,Murray Hill,350,Entire home/apt
Queens,Ridgewood,120,Entire home/apt
Manhattan,Kips Bay,86,Entire home/apt
Brooklyn,Midwood,40,Private room
Manhattan,Hell's Kitchen,55,Private room
Manhattan,Hell's Kitchen,95,Private room
Brooklyn,Bushwick,250,Entire home/apt
Brooklyn,Williamsburg,55,Private room
Brooklyn,Williamsburg,86,Private room
Brooklyn,Williamsburg,86,Private room
Brooklyn,Bedford-Stuyvesant,250,Entire home/apt
Manhattan,Inwood,50,Private room
Brooklyn,Bushwick,245,Entire home/apt
Manhattan,Midtown,125,Entire home/apt
Bronx,Mott Haven,132,Entire home/apt
Manhattan,Harlem,112,Entire home/apt
Brooklyn,Williamsburg,65,Private room
Queens,Ridgewood,53,Private room
Queens,Flushing,38,Private room
Manhattan,Midtown,234,Entire home/apt
Manhattan,East Village,81,Private room
Manhattan,Midtown,350,Entire home/apt
Brooklyn,Bedford-Stuyvesant,55,Private room
Manhattan,Midtown,550,Entire home/apt
Brooklyn,Bushwick,175,Entire home/apt
Manhattan,Hell's Kitchen,110,Private room
Manhattan,Hell's Kitchen,110,Private room
Manhattan,Hell's Kitchen,115,Private room
Manhattan,Hell's Kitchen,236,Entire home/apt
Manhattan,Hell's Kitchen,105,Private room
Manhattan,Kips Bay,184,Entire home/apt
Brooklyn,Bedford-Stuyvesant,60,Private room
Brooklyn,Williamsburg,87,Private room
Brooklyn,Williamsburg,87,Private room
Brooklyn,Williamsburg,87,Private room
Brooklyn,Bedford-Stuyvesant,65,Private room
Manhattan,West Village,120,Entire home/apt
Queens,Ridgewood,45,Private room
Queens,Ridgewood,45,Private room
Queens,Ridgewood,45,Private room
Queens,Ridgewood,45,Private room
Queens,Ridgewood,45,Private room
Queens,Ridgewood,45,Private room
Queens,Ridgewood,45,Private room
Queens,Woodhaven,80,Private room
Manhattan,East Harlem,85,Private room
Manhattan,Gramercy,118,Entire home/apt
Manhattan,East Village,50,Private room
Manhattan,Upper East Side,99,Private room
Brooklyn,Bedford-Stuyvesant,204,Entire home/apt
Manhattan,Nolita,220,Entire home/apt
Manhattan,Theater District,325,Entire home/apt
Brooklyn,Red Hook,81,Private room
Bronx,Wakefield,60,Private room
Brooklyn,Red Hook,50,Private room
Manhattan,East Harlem,90,Private room
Brooklyn,Sunset Park,45,Private room
Manhattan,Murray Hill,180,Entire home/apt
Manhattan,Chelsea,320,Entire home/apt
Manhattan,Upper East Side,340,Entire home/apt
Manhattan,Upper East Side,395,Entire home/apt
Manhattan,Upper East Side,187,Entire home/apt
Queens,Breezy Point,195,Private room
Queens,Woodhaven,170,Entire home/apt
Manhattan,Little Italy,140,Entire home/apt
Brooklyn,Bedford-Stuyvesant,125,Entire home/apt
Manhattan,Hell's Kitchen,85,Private room
Queens,Flushing,73,Private room
Manhattan,Harlem,100,Private room
